Date,Open,High,Low,Close,Volume,Adj Close
2000-04-10,151.75,153.109299,150.3125,150.843704,9624200,109.561388
2000-04-11,150.0,151.625,148.375,150.406204,9006400,109.24362099999999
2000-04-12,150.375,151.156204,146.156204,146.281204,10779200,106.24753500000001
2000-04-13,147.468704,148.156204,143.781204,144.25,12225800,104.772223
2000-04-14,142.625,142.8125,133.5,136.0,29604000,98.780051
2000-04-17,135.1875,140.75,134.6875,140.75,23918200,102.230089
2000-04-18,140.5625,144.468704,139.781204,144.468704,11069200,104.931073
2000-04-19,144.5,145.125,142.531204,143.125,6553700,103.955109
2000-04-20,143.5625,143.9375,142.375,143.8125,8537600,104.45445600000001
2000-04-24,141.5,143.3125,140.5,142.25,12893100,103.319575
2000-04-25,144.625,148.156204,144.4375,148.156204,14102000,107.60939199999999
2000-04-26,147.968704,148.75,146.0,146.484299,7711100,106.395048
2000-04-27,143.0,147.343704,143.0,146.0,15595300,106.04328999999998
2000-04-28,147.0,147.859299,145.0625,145.093704,8743400,105.385025
2000-05-01,146.5625,148.484299,145.843704,147.0625,7328300,106.815009
2000-05-02,145.5,147.125,144.125,144.125,9411900,104.681432
2000-05-03,144.0,144.0,139.781204,140.75,12630700,102.230089
2000-05-04,142.0,142.359299,140.75,141.8125,5963600,103.001808
2000-05-05,141.0625,144.0,140.9375,143.531204,7862400,104.25014399999999
2000-05-08,142.75,143.375,141.843704,142.453094,5064100,103.467088
2000-05-09,143.0625,143.406204,140.265594,141.3125,5620300,102.638646
2000-05-10,140.5,140.968704,137.75,138.125,10293900,100.323489
2000-05-11,140.125,141.5,139.125,141.281204,7091100,102.615916
2000-05-12,141.8125,143.468704,141.625,142.8125,5960800,103.72813199999999
2000-05-15,142.75,145.609299,142.0,145.281204,4441300,105.52121100000001
2000-05-16,146.5625,147.718704,145.3125,146.6875,8192200,106.54263700000001
2000-05-17,145.6875,146.1875,144.468704,145.156204,5907200,105.430421
2000-05-18,145.625,146.3125,143.375,143.375,4325600,104.13669
2000-05-19,142.5625,143.234299,140.406204,141.125,6518400,102.502461
2000-05-22,141.25,141.468704,137.0,140.0625,10839400,101.730742
2000-05-23,140.4375,140.8125,137.5625,138.0,7979200,100.232699
2000-05-24,138.0,140.6875,136.5,140.25,11081500,101.866927
2000-05-25,140.6875,141.8125,137.718704,137.843704,8278900,100.11917700000001
2000-05-26,138.8125,139.6875,137.328094,138.0,4814000,100.232699
2000-05-30,140.0,142.9375,139.468704,142.5,5362700,103.50115600000001
2000-05-31,142.5625,144.0,142.093704,142.8125,6056500,103.72813199999999
2000-06-01,143.6875,145.4375,143.0,145.3125,8961600,105.54394199999999
2000-06-02,148.9375,149.093704,147.484299,147.843704,8962200,107.38241599999999
2000-06-05,147.468704,148.218704,146.875,147.125,6998100,106.860404
2000-06-06,146.625,147.781204,145.906204,146.468704,4858900,106.383721
2000-06-07,146.625,148.0,146.0,147.484299,4919500,107.121371
2000-06-08,147.5,147.75,146.0625,146.906204,5723100,106.70148799999998
2000-06-09,147.5,147.968704,145.625,146.593704,3085300,106.474511
2000-06-12,146.968704,146.968704,144.875,144.875,3678900,105.226175
2000-06-13,144.8125,147.75,144.625,147.593704,6558700,107.20083500000001
2000-06-14,148.25,148.875,147.1875,147.843704,6420500,107.38241599999999
2000-06-15,148.125,148.75,146.843704,148.156204,5881200,107.60939199999999
2000-06-16,148.3125,148.3125,145.875,146.593704,5567900,106.725195
2000-06-19,146.468704,149.156204,146.25,148.468704,5106900,108.090259
2000-06-20,148.1875,148.875,147.0,147.9375,6480000,107.703524
2000-06-21,146.9375,148.4375,146.890594,147.875,3115000,107.658022
2000-06-22,147.5625,147.6875,145.0,145.625,7490500,106.01994499999999
2000-06-23,145.8125,146.125,143.875,144.375,4863300,105.109903
2000-06-26,145.375,146.25,144.875,146.234299,5201300,106.463536
2000-06-27,145.984299,146.718704,145.015594,145.156204,4159500,105.678646
2000-06-28,145.625,146.984299,145.3125,145.5625,5347700,105.974443
2000-06-29,144.75,145.75,143.515594,144.1875,6345700,104.97339699999999
2000-06-30,143.9375,145.593704,143.890594,145.281204,7420200,105.76965
2000-07-03,145.4375,147.4375,145.1875,147.281204,1436600,107.225718
2000-07-05,146.375,146.656204,144.375,144.625,2748200,105.29191100000001
2000-07-06,144.9375,146.468704,144.218704,145.75,5963200,106.11095
2000-07-07,146.6875,148.781204,146.25,148.093704,3034800,107.817246
2000-07-10,147.875,148.906204,147.531204,147.843704,2816100,107.63523700000002
2000-07-11,147.468704,149.125,147.156204,148.156204,5431600,107.862748
2000-07-12,149.281204,150.125,148.6875,149.125,5883000,108.56806399999999
2000-07-13,149.984299,150.375,149.1875,149.781204,5356000,109.045803
2000-07-14,150.4375,151.25,149.671799,151.25,5341900,110.115136
2000-07-17,150.984299,151.984299,150.6875,151.0,4208300,109.933128
2000-07-18,150.625,150.625,149.343704,149.765594,4262100,109.03443899999999
2000-07-19,149.468704,149.906204,148.25,148.5625,8506800,108.15854499999999
2000-07-20,149.0,150.625,148.8125,150.625,4538900,109.66011499999999
2000-07-21,149.75,149.75,147.6875,147.6875,5656900,107.521515
2000-07-24,148.125,148.859299,146.5625,146.843704,5628500,106.90720300000001
2000-07-25,147.75,147.843704,146.781204,147.3125,4757100,107.248503
2000-07-26,146.968704,147.156204,145.640594,145.875,12062500,106.201954
2000-07-27,145.9375,146.625,144.6875,145.375,7652600,105.83793700000001
2000-07-28,145.718704,145.906204,141.515594,142.093704,6229500,103.449042
2000-07-31,142.9375,144.125,142.0625,143.0,5265500,104.108856
2000-08-01,143.625,144.718704,143.125,143.875,3946600,104.745886
2000-08-02,143.875,145.406204,143.625,144.593704,7439800,105.269127
2000-08-03,142.875,145.8125,142.625,145.593704,4607100,105.997161
2000-08-04,146.3125,146.718704,145.406204,146.375,3686600,106.56597099999999
2000-08-07,146.718704,148.4375,146.375,148.125,4159800,107.84003
2000-08-08,147.5,148.8125,147.5,148.6875,3658700,108.249549
2000-08-09,149.140594,149.218704,147.375,147.4375,5383800,107.33950700000001
2000-08-10,147.531204,147.859299,146.281204,146.718704,4193400,106.816199
2000-08-11,146.625,148.0,145.5625,147.406204,5089400,107.316723
2000-08-14,147.781204,149.5625,147.0625,149.281204,2966700,108.68178600000002
2000-08-15,149.343704,149.8125,148.5625,149.156204,5564600,108.590782
2000-08-16,149.3125,149.9375,147.843704,148.625,5191600,108.204047
2000-08-17,148.6875,150.4375,148.343704,150.1875,5652200,109.3416
2000-08-18,150.375,150.375,149.218704,149.6875,4626400,108.97758300000001
2000-08-21,150.031204,150.718704,149.406204,150.5,2380600,109.569111
2000-08-22,150.5625,151.3125,150.093704,150.25,3075300,109.387102
2000-08-23,149.8125,151.281204,149.281204,150.843704,5483200,109.81933899999999
2000-08-24,151.156204,151.5,150.5,151.3125,4529000,110.16063899999999
2000-08-25,151.156204,151.625,150.9375,151.25,2822200,110.115136
2000-08-28,151.25,152.906204,151.25,151.765594,5518700,110.49050700000001
2000-08-29,151.4375,151.875,150.906204,151.796799,3561900,110.513224
2000-08-30,151.3125,151.5,150.343704,150.343704,3964800,109.455322
2000-08-31,151.0625,153.093704,150.906204,152.343704,4863100,110.91139
2000-09-01,153.25,153.593704,152.0,152.5,3191200,111.02517900000001
2000-09-05,151.875,152.203094,150.8125,151.281204,3470800,110.137854
2000-09-06,151.1875,151.953094,149.531204,149.5625,4322200,108.886579
2000-09-07,150.25,151.078094,149.828094,150.843704,4265500,109.81933899999999
2000-09-08,150.281204,150.5,149.328094,149.8125,3518200,109.06858799999999
2000-09-11,149.75,151.1875,148.6875,149.593704,3937500,108.909297
2000-09-12,149.75,150.25,148.4375,148.5,4769100,108.11304299999999
2000-09-13,148.0,149.343704,147.656204,148.890594,7691600,108.39740900000001
2000-09-14,149.875,149.9375,148.156204,149.640594,3397100,108.94343500000001
2000-09-15,148.1875,148.25,146.0,146.0,4085700,106.560005
2000-09-18,146.375,146.968704,144.203094,144.656204,5109300,105.579218
2000-09-19,145.125,146.3125,144.703094,145.968704,6588200,106.53716299999999
2000-09-20,145.6875,146.031204,143.156204,144.890594,6508100,105.75029099999999
2000-09-21,144.468704,145.5625,142.625,142.6875,5972300,104.14233399999999
2000-09-22,142.625,145.3125,142.421799,145.281204,7791300,106.03538200000001
2000-09-25,145.9375,146.0625,143.718704,144.25,9726300,105.28274499999999
2000-09-26,144.375,145.0,142.406204,142.406204,5302400,103.937026
2000-09-27,143.5625,143.968704,142.125,143.156204,7186200,104.48442299999999
2000-09-28,143.1875,146.328094,142.890594,145.0,7036400,105.830142
2000-09-29,145.468704,145.968704,143.625,143.625,9333600,104.82658
2000-10-02,144.281204,144.906204,143.140594,143.843704,5517800,104.986204
2000-10-03,144.531204,145.75,142.281204,142.5,9347200,104.005484
2000-10-04,142.875,144.25,141.75,143.6875,6148900,104.872197
2000-10-05,143.406204,144.843704,143.3125,144.1875,4566900,105.237128
2000-10-06,143.875,144.640594,139.75,141.0625,10014900,102.95630600000001
2000-10-09,141.3125,141.3125,139.375,140.0,4508000,102.18082700000001
2000-10-10,140.093704,141.25,137.6875,137.6875,6104700,100.493018
2000-10-11,137.625,138.625,135.125,136.531204,10346000,99.64908100000001
2000-10-12,137.281204,137.593704,132.781204,133.125,12336900,97.16301800000001
2000-10-13,132.9375,137.656204,132.875,137.5625,11778800,100.401785
2000-10-16,137.406204,138.234299,136.6875,138.1875,5659000,100.85795
2000-10-17,138.4375,138.5625,134.406204,134.75,7831700,98.349046
2000-10-18,132.625,136.125,130.156204,134.25,10897300,97.984114
2000-10-19,136.843704,139.453094,136.4375,139.3125,8767300,101.679046
2000-10-20,138.375,141.1875,138.375,139.906204,7373500,102.112369
2000-10-23,139.9375,141.031204,138.9375,140.531204,5290000,102.568533
2000-10-24,140.968704,141.9375,139.0,139.593704,5750700,101.884286
2000-10-25,138.75,139.5625,136.125,136.3125,9137600,99.489457
2000-10-26,137.125,137.656204,134.031204,136.6875,9345800,99.763155
2000-10-27,137.875,139.281204,136.625,139.281204,9762900,101.656204
2000-10-30,138.4375,141.093704,138.156204,140.531204,10154100,102.568533
2000-10-31,141.015594,143.6875,140.0625,142.953094,7752400,104.33618100000001
2000-11-01,142.25,143.25,141.218704,142.468704,6753600,103.98264300000001
2000-11-02,143.156204,143.906204,142.515594,142.703094,11395100,104.153715
2000-11-03,143.468704,143.75,142.375,142.781204,5187100,104.210725
2000-11-06,143.156204,144.296799,143.031204,143.781204,4042500,104.94058799999999
2000-11-07,143.140594,144.0,142.5625,143.75,5231300,104.917813
2000-11-08,144.0625,144.0625,140.5625,140.5625,6123300,102.591375
2000-11-09,140.0,141.218704,137.25,140.031204,10635300,102.203601
2000-11-10,139.0,139.468704,136.531204,136.625,8569500,99.717539
2000-11-13,135.625,136.984299,133.015594,135.5625,17285300,98.942059
2000-11-14,137.468704,139.625,137.0,139.125,7668900,101.54219599999999
2000-11-15,139.0625,140.109299,137.75,139.5625,8837700,101.861512
2000-11-16,138.578094,139.875,137.3125,137.375,6684100,100.26493599999999
2000-11-17,137.3125,139.0,135.75,136.640594,6551100,99.728921
2000-11-20,135.75,136.375,134.3125,134.6875,5458500,98.30342900000001
2000-11-21,134.875,136.1875,133.515594,135.375,7684300,98.80521
2000-11-22,134.343704,134.875,132.125,132.140594,5736900,96.444537
2000-11-24,133.625,134.968704,133.625,134.843704,3411600,98.41743699999999
2000-11-27,136.468704,136.6875,135.3125,136.031204,5992000,99.284149
2000-11-28,135.125,136.593704,133.640594,133.6875,5336100,97.573566
2000-11-29,134.375,135.906204,133.265594,133.4375,6914100,97.3911
2000-11-30,132.5,133.5,129.75,132.281204,11201600,96.547163
2000-12-01,133.1875,134.0625,131.0,132.218704,7587200,96.50154599999999
2000-12-04,131.875,133.875,131.5,133.343704,6996600,97.322642
2000-12-05,134.875,138.25,134.406204,137.718704,8883400,100.515793
2000-12-06,137.781204,138.343704,135.031204,135.515594,12888000,98.907825
2000-12-07,134.875,135.875,133.656204,133.656204,6529100,97.550725
2000-12-08,137.0625,139.468704,133.875,133.968704,10276300,97.778807
2000-12-11,137.375,139.5625,136.718704,138.625,6405600,101.177265
2000-12-12,138.1875,138.8125,137.375,138.031204,5022900,100.743875
2000-12-13,139.25,139.406204,136.031204,136.140594,6070500,99.363989
2000-12-14,135.875,136.5,134.031204,134.406204,7678400,98.098122
2000-12-15,133.125,133.125,130.5625,130.968704,9065300,95.882416
2000-12-18,132.0625,133.468704,131.765594,132.718704,7235400,97.16359399999999
2000-12-19,132.468704,134.968704,130.015594,130.015594,9616600,95.18464300000001
2000-12-20,128.625,128.9375,126.09369699999999,126.25,9994300,92.427844
2000-12-21,126.0,128.859299,125.53119699999999,127.125,14331500,93.068434
2000-12-22,129.0,131.109299,128.843704,130.9375,10182900,95.859571
2000-12-26,130.843704,132.343704,130.281204,132.343704,4665300,96.88905600000001
2000-12-27,131.75,133.734299,131.25,133.3125,4854100,97.598313
2000-12-28,132.8125,133.875,132.593704,133.718704,8358700,97.895696
2000-12-29,134.0625,134.281204,131.1875,131.1875,8774600,96.042597
2001-01-02,132.0,132.156204,127.5625,128.8125,8737500,94.303855
2001-01-03,128.3125,136.0,127.65619699999999,135.0,19431600,98.833735
2001-01-04,134.9375,135.468704,133.0,133.546799,9219000,97.76984300000001
2001-01-05,133.468704,133.625,129.1875,129.1875,12911400,94.578393
2001-01-08,129.875,130.1875,127.6875,130.1875,6625300,95.31049499999999
2001-01-09,131.046799,131.5,129.421799,129.843704,5702400,95.058802
2001-01-10,129.0,132.125,128.8125,132.125,8746100,96.728942
2001-01-11,131.093704,133.484299,131.093704,132.25,7245100,96.82045500000001
2001-01-12,132.6875,133.718704,131.281204,132.0,7244000,96.637429
2001-01-16,132.0,133.1875,131.515594,132.843704,8542200,97.255107
2001-01-17,134.843704,135.046799,132.640594,133.453094,7851400,97.70124200000001
2001-01-18,133.4375,135.703094,132.9375,134.781204,8107000,98.67355400000001
2001-01-19,136.1875,136.1875,133.875,134.015594,7782500,98.11305
2001-01-22,134.25,135.781204,133.5625,134.906204,7050900,98.765067
2001-01-23,134.468704,136.656204,134.156204,135.968704,8463100,99.542925
2001-01-24,136.25,137.3125,135.843704,136.375,6199900,99.840375
2001-01-25,136.25,137.25,135.656204,136.031204,10818300,99.58868100000001
2001-01-26,135.156204,136.125,134.453094,135.875,7136800,99.474324
2001-01-29,135.5,136.899994,135.369995,136.600006,6705900,100.00510200000001
2001-01-30,136.300003,137.919998,135.78999299999998,137.800003,7069100,100.883622
2001-01-31,137.399994,138.699997,136.600006,137.020004,9706900,100.31258299999999
2001-02-01,137.100006,137.949997,136.25,137.929993,8239100,100.978787
2001-02-02,137.399994,137.990005,134.75,134.800003,8276600,98.68731700000001
2001-02-05,134.800003,135.940002,134.75,135.78999299999998,4352900,99.41209
2001-02-06,135.300003,136.699997,135.220001,135.389999,7106700,99.119254
2001-02-07,134.720001,135.399994,133.679993,134.690002,5748700,98.606785
2001-02-08,134.800003,135.399994,133.100006,133.119995,5943300,97.45738
2001-02-09,133.350006,133.350006,131.259995,131.83999599999999,9913000,96.520291
2001-02-12,131.699997,133.5,131.699997,133.350006,5804400,97.625771
2001-02-13,133.699997,134.169998,132.0,132.259995,6587600,96.827772
2001-02-14,132.649994,132.649994,130.66000400000001,132.059998,8400100,96.681354
2001-02-15,132.83999599999999,133.520004,131.990005,133.33999599999999,5929800,97.618443
2001-02-16,131.0,131.28999299999998,129.300003,130.399994,6434900,95.466062
2001-02-20,131.03999299999998,131.139999,128.100006,128.389999,5760000,93.99454200000001
2001-02-21,127.900002,128.83999599999999,125.5,125.620003,10910800,91.966622
2001-02-22,126.349998,126.540001,123.019997,125.809998,21281600,92.10571800000001
2001-02-23,125.08000200000001,125.540001,121.800003,124.959999,20173000,91.48343299999999
2001-02-26,125.800003,127.620003,124.5,127.620003,11503700,93.430826
2001-02-27,126.800003,127.839996,125.510002,126.440002,11415000,92.566946
2001-02-28,126.75,126.839996,123.269997,123.949997,14825800,90.744008
2001-03-01,124.050003,124.599998,121.75,124.599998,14672000,91.219875
2001-03-02,122.5,125.650002,122.300003,123.610001,12564300,90.49509599999999
2001-03-05,124.150002,124.779999,123.809998,124.739998,5293200,91.322369
2001-03-06,126.349998,127.75,125.489998,126.08000200000001,6917000,92.303389
2001-03-07,126.900002,127.040001,125.760002,126.980003,6371700,92.962281
2001-03-08,126.599998,127.239998,126.139999,127.120003,6055000,93.064775
2001-03-09,126.099998,126.099998,123.110001,123.360001,10020300,90.312071
2001-03-12,122.339996,122.5,117.75,118.08000200000001,13972900,86.446575
2001-03-13,119.400002,120.440002,117.529999,120.019997,12888000,87.866848
2001-03-14,117.050003,119.290001,115.75,117.650002,19883400,86.131771
2001-03-15,118.449997,118.860001,117.360001,117.68,10370300,86.153733
2001-03-16,117.129997,117.400002,114.809998,115.010002,58514600,84.425722
2001-03-19,115.760002,117.690002,114.82,117.349998,10067800,86.143449
2001-03-20,117.900002,118.459999,114.110001,114.199997,15083900,83.831119
2001-03-21,114.18,115.260002,111.900002,112.260002,19004600,82.407021
2001-03-22,112.019997,112.599998,108.040001,111.120003,28624800,81.57017900000001
2001-03-23,113.25,114.660004,111.5,114.480003,12861700,84.036664
2001-03-26,115.699997,116.269997,114.769997,115.940002,9943800,85.10840999999999
2001-03-27,115.620003,118.650002,115.279999,118.309998,12880700,86.848159
2001-03-28,116.900002,116.949997,114.900002,115.040001,10953300,84.447743
2001-03-29,114.699997,116.5,112.139999,115.480003,12060300,84.770737
2001-03-30,115.550003,116.690002,114.5,116.690002,9183600,85.658964
2001-04-02,116.300003,117.379997,113.800003,114.199997,10561000,83.831119
2001-04-03,113.980003,114.150002,110.059998,110.389999,12836000,81.03430300000001
2001-04-04,110.57,112.099998,109.300003,110.849998,14884300,81.371976
2001-04-05,113.300003,115.489998,112.5,115.050003,21522800,84.455085
2001-04-06,113.989998,114.400002,112.059998,113.300003,14937800,83.170458
2001-04-09,114.0,114.989998,112.779999,114.559998,9034300,84.095386
2001-04-10,115.449997,117.75,115.16999799999999,116.650002,17873600,85.629601
2001-04-11,118.779999,118.989998,116.139999,116.730003,12722300,85.688328
2001-04-12,116.300003,118.940002,115.959999,118.849998,9233200,87.244559
2001-04-16,118.290001,118.889999,116.910004,117.599998,7350000,86.32696800000001
2001-04-17,117.309998,119.660004,117.019997,119.260002,10924700,87.54553100000001
2001-04-18,121.059998,126.0,120.690002,124.0,32481600,91.025035
2001-04-19,124.25,125.839996,123.58000200000001,125.650002,13809900,92.23625600000001
2001-04-20,124.900002,125.400002,123.660004,124.5,7626700,91.392072
2001-04-23,123.650002,123.889999,121.910004,122.239998,8451800,89.733065
2001-04-24,122.519997,123.650002,121.099998,121.58000200000001,10044700,89.24858
2001-04-25,121.41999799999999,123.66999799999999,120.949997,123.16999799999999,8249000,90.41575300000001
2001-04-26,123.730003,125.220001,123.5,123.720001,10590400,90.819496
2001-04-27,124.91999799999999,125.839996,124.199997,125.779999,7938700,92.331684
2001-04-30,126.449997,127.269997,124.66999799999999,126.660004,10766900,92.977672
2001-05-01,125.07,127.150002,124.599998,127.050003,10578000,93.26396
2001-05-02,127.410004,127.690002,126.0,126.82,9572900,93.09512
2001-05-03,126.129997,126.150002,124.220001,125.209999,9926200,91.913263
2001-05-04,123.650002,127.349998,123.440002,127.339996,12145300,93.47683599999999
2001-05-07,126.860001,127.379997,126.230003,126.239998,7185200,92.66935699999999
2001-05-08,126.860001,127.099998,125.559998,126.18,6952600,92.625314
2001-05-09,125.25,126.550003,125.059998,125.650002,9507400,92.23625600000001
2001-05-10,127.260002,127.5,125.769997,126.019997,6872400,92.50786
2001-05-11,126.0,126.489998,124.400002,125.150002,7734400,91.86922
2001-05-14,124.900002,125.440002,124.459999,125.400002,7914000,92.052738
2001-05-15,125.550003,126.5,124.849998,125.980003,9782200,92.478502
2001-05-16,124.839996,129.199997,124.620003,128.949997,14909000,94.658694
2001-05-17,129.0,130.080002,128.559998,129.149994,11824600,94.80550600000001
2001-05-18,129.08999599999999,129.740005,128.100006,129.740005,6683100,95.238617
2001-05-21,129.83999599999999,131.83999599999999,129.149994,131.649994,11531500,96.640688
2001-05-22,131.830002,132.08999599999999,131.070007,131.479996,8342700,96.515897
2001-05-23,131.050003,131.050003,129.25,129.25,12330800,94.878918
2001-05-24,129.470001,130.0,128.550003,129.630005,7902800,95.15786899999999
2001-05-25,129.649994,129.699997,127.900002,128.100006,7425000,94.034738
2001-05-29,128.220001,128.350006,126.900002,127.08000200000001,9003900,93.285981
2001-05-30,126.589996,127.089996,125.0,125.300003,10041800,91.979332
2001-05-31,125.43,126.760002,125.260002,125.949997,9874200,92.456475
2001-06-01,126.199997,127.099998,125.120003,126.730003,8848300,93.029057
2001-06-04,126.800003,127.43,126.08000200000001,127.339996,5623500,93.47683599999999
2001-06-05,127.489998,129.229996,127.269997,128.800003,9115400,94.548587
2001-06-06,128.830002,128.830002,127.360001,127.730003,12064900,93.763129
2001-06-07,127.050003,128.350006,127.0,128.190002,7355300,94.100802
2001-06-08,127.699997,127.870003,126.139999,127.0,8170600,93.227254
2001-06-11,126.709999,126.989998,125.410004,126.099998,7012200,92.566587
2001-06-12,124.860001,126.739998,124.040001,125.879997,9364400,92.40509
2001-06-13,126.16999799999999,126.58000200000001,124.650002,124.800003,7629400,91.612296
2001-06-14,124.18,124.300003,121.75,122.0,12603000,89.556889
2001-06-15,120.910004,122.400002,120.400002,121.849998,16821100,89.70118000000001
2001-06-18,121.650002,122.440002,120.910004,121.260002,11368300,89.266848
2001-06-19,122.379997,122.889999,120.889999,121.790001,7732300,89.657012
2001-06-20,121.190002,122.860001,121.099998,122.43,8787200,90.12815400000001
2001-06-21,122.220001,124.309998,122.150002,123.82,12259100,91.15141700000001
2001-06-22,123.489998,123.589996,122.160004,122.849998,12212000,90.43734
2001-06-25,123.279999,123.440002,121.5,121.720001,8406800,89.60548100000001
2001-06-26,120.900002,122.389999,120.57,121.550003,8005800,89.480335
2001-06-27,121.599998,122.239998,120.910004,121.480003,10105100,89.428804
2001-06-28,122.0,123.940002,121.93,122.150002,10269300,89.92203
2001-06-29,122.800003,124.010002,122.260002,122.599998,9824200,90.2533
2001-07-02,122.800003,124.32,122.620003,124.129997,8522200,91.379625
2001-07-03,123.980003,124.099998,123.050003,124.099998,3303100,91.357541
2001-07-05,123.07,123.650002,121.660004,121.68,5517900,89.57603399999999
2001-07-06,121.309998,121.489998,119.050003,119.050003,11665900,87.639933
2001-07-09,119.489998,120.540001,119.199997,119.699997,8339300,88.118433
2001-07-10,120.290001,120.639999,118.209999,118.260002,8630700,87.05836500000001
2001-07-11,118.099998,118.889999,117.089996,118.379997,15328600,87.14670100000001
2001-07-12,119.5,121.470001,119.309998,121.190002,12002800,89.215316
2001-07-13,120.839996,122.32,120.620003,122.239998,10433800,89.988282
2001-07-16,121.769997,122.279999,120.290001,120.709999,6915300,88.86195699999999
